relevance,min_member_sat,fairness_gap,disagreement,diversity,group_ndcg,group_hit,min_member_ndcg,min_member_hit,method,kind,n_groups,coverage
0.9651746273040771,0.9454854018986225,0.05418551961580912,0.005210916194626,0.9180039922396342,0.08341122903240412,0.26666666666666666,0.0,0.0,avg_baseline,random,30,0.011620732208967503
0.9965519686539968,0.9987453699111939,0.0009461204210917155,2.81174653338212e-07,0.918584680557251,0.1044974125178084,0.28500000000000003,0.010650738152243374,0.03333333333333333,avg_baseline,similar,30,0.011620732208967503
0.9053071975708008,0.8767276843388875,0.12237762411435445,0.011652957250823982,0.9176415046056111,0.17434039038986543,0.4527777777777777,0.052418320080669795,0.13333333333333333,avg_baseline,divergent,30,0.011620732208967503
0.9556779311762915,0.9403194853829013,0.0591697547170851,0.005621384873367773,0.9180767258008321,0.12074967731335932,0.3348148148148148,0.021023019410971056,0.05555555555555555,avg_baseline,all,90,0.011620732208967503
0.9898587028185527,0.9933395067850749,0.005810366074244181,3.125411582806474e-05,0.9823924322923024,0.059750952471359614,0.20611111111111108,0.0,0.0,nn_greedy,random,30,0.01583710407239819
0.99507803718249,0.9984437167644501,0.0010969420274098715,2.8535036625439624e-07,0.9870170295238495,0.08759811177375111,0.28111111111111114,0.010650738152243374,0.03333333333333333,nn_greedy,similar,30,0.01583710407239819
0.9688821216424306,0.9795591632525126,0.015987932682037354,0.00010636576781693681,0.9739105502764384,0.09966831078721568,0.2983333333333333,0.04009569199512904,0.13333333333333333,nn_greedy,divergent,30,0.01583710407239819
0.9846062872144911,0.9904474622673458,0.007631746927897135,4.5968411337085315e-05,0.9811066706975301,0.08233912501077546,0.26185185185185184,0.016915476715790804,0.05555555555555555,nn_greedy,all,90,0.01583710407239819
0.9547716240088145,0.9894830663998921,0.007987113793690999,3.0959492699504194e-05,0.9619833449522655,0.06317934143411703,0.185,0.005652670087893602,0.03333333333333333,diffusion_greedy,random,30,0.015734265734265736
0.9874897778034211,0.9968942840894063,0.002481834093729655,4.2718700050681235e-06,0.9662747939427694,0.11036258354692627,0.3105555555555556,0.017436649601112204,0.03333333333333333,diffusion_greedy,similar,30,0.015734265734265736
0.9093635857105256,0.9724256157875061,0.02455093463261922,0.0002902168037624738,0.9571542362372081,0.1589258072158132,0.43555555555555553,0.05238225198619026,0.16666666666666666,diffusion_greedy,divergent,30,0.015734265734265736
0.950541662507587,0.9862676554256016,0.011673294173346626,0.00010848272215568204,0.961804125044081,0.11082257739895221,0.31037037037037035,0.02515719055839868,0.07777777777777778,diffusion_greedy,all,90,0.015734265734265736
0.9670444826285044,0.9949814915657044,0.004624299208323161,2.9714544520794323e-05,0.8528924246629079,0.07082492856363506,0.2727777777777778,0.0,0.0,nn_rl,random,30,0.017585355820649937
0.9888180673122406,0.9987796465555827,0.0007781485716501871,1.5193028272501388e-07,0.8489216983318328,0.09553350897417348,0.2533333333333333,0.02325515677693197,0.03333333333333333,nn_rl,similar,30,0.017585355820649937
0.9265692015488942,0.9814925233523051,0.01626560091972351,0.0001319487491985812,0.9062167584896088,0.10921109636232905,0.33611111111111114,0.017428243793029822,0.03333333333333333,nn_rl,divergent,30,0.017585355820649937
0.9608105838298797,0.9917512204911973,0.007222682899898953,5.393840800070018e-05,0.8693436271614499,0.09185651130004585,0.2874074074074074,0.013561133523320596,0.022222222222222223,nn_rl,all,90,0.017585355820649937
0.8909440398216247,0.9972233653068543,0.0024269898732503254,4.060583821334045e-06,0.8686248977979024,0.07648629404403552,0.2622222222222222,0.004373502583744726,0.03333333333333333,diffusion_rl,random,30,0.015528589058000824
0.9712814629077912,0.9964349369208018,0.00248526136080424,2.487549376276969e-06,0.9113514482975006,0.11068118449522152,0.2922222222222222,0.015827476246102087,0.03333333333333333,diffusion_rl,similar,30,0.015528589058000824
0.7817285269498825,0.9896784543991088,0.008182503779729207,2.3854333080268e-05,0.9268543581167857,0.16141948999380934,0.46388888888888885,0.04660313372581141,0.13333333333333333,diffusion_rl,divergent,30,0.015528589058000824
0.8813180098930995,0.9944455855422549,0.004364918337927924,1.0134155425959671e-05,0.9022769014040629,0.11619565617768877,0.33944444444444444,0.022268037518552743,0.06666666666666667,diffusion_rl,all,90,0.015528589058000824
